1.962905	10.378108	3.164664
0.716176	10.103531	4.657645
-0.800780	9.298010	5.614877
-2.347442	8.150180	5.748817
-3.669020	6.933177	4.952171
-4.576244	5.932568	3.473523
-5.028478	5.366193	1.567840
-5.148056	5.214814	-0.457174
-5.062250	5.356019	-2.455382
-5.049594	5.649693	-4.370216
-5.442867	5.668421	-6.197624
-6.454447	5.138594	-7.646214
-7.926378	4.193593	-8.257746
-9.489677	3.318447	-7.832359
-10.859385	2.965569	-6.633062
-11.818019	3.174956	-5.033263
-12.379430	3.888423	-3.402099
-12.571165	5.096609	-1.987290
-12.202284	6.558196	-0.870068
-11.272268	8.020702	-0.107827
-9.890245	9.225380	0.419443
-8.142430	9.963378	0.701561
-6.233753	10.136393	0.990714
-4.326743	9.615111	1.185991
-2.589566	8.501914	1.478992
-0.966511	7.116623	1.942338
0.620224	5.694766	2.405760
2.133827	4.265454	2.630782
3.422986	2.761504	2.476845
4.403304	1.198943	1.874899
4.935974	-0.279942	0.781066
4.826636	-1.732690	-0.427224
4.193296	-3.091893	-1.559042
3.019633	-4.311860	-2.347171
1.515683	-5.352304	-2.620042
-0.049738	-6.290723	-2.236896
-1.504581	-6.903439	-1.234088
-2.688638	-6.956773	0.212491
-3.397161	-6.255862	1.756430
-3.650377	-4.778730	2.824146
-3.560345	-2.954221	2.993704
-3.201629	-1.291720	2.234146
-2.662923	-0.019935	0.916871
-1.805345	1.163912	-0.379794
-0.669048	2.482895	-1.374375
0.549934	4.001781	-1.943544
1.681963	5.670136	-1.971878
2.522582	7.343720	-1.430076
2.863157	8.842764	-0.275466
2.621291	9.875771	1.382794
