1.688310	10.056178	3.096308
0.452154	9.788991	4.532280
-1.162480	9.090449	5.331209
-2.871916	8.203345	5.140592
-4.090674	7.343050	3.957882
-4.570664	6.715916	2.202337
-4.534051	6.451675	0.206268
-4.300086	6.657619	-1.720594
-4.307219	6.947096	-3.606100
-4.724677	6.863212	-5.415196
-5.245600	6.152800	-7.073140
-5.414448	4.905209	-8.420747
-6.194686	3.247801	-8.597401
-7.427565	2.019861	-7.816613
-8.558097	1.307867	-6.376057
-9.472369	1.219483	-4.625892
-10.128425	1.733425	-2.841947
-10.333573	2.604846	-1.106973
-10.267461	3.930103	0.314307
-10.050216	5.732803	0.959994
-9.352431	7.537362	0.925711
-7.947550	8.919119	1.024837
-6.146818	9.748844	1.185775
-4.167302	9.597475	1.438393
-2.344570	8.760247	1.650987
-0.790767	7.518292	2.049537
0.707594	6.192947	2.482512
2.199580	4.858109	2.494059
3.377563	3.267268	2.037724
3.925683	1.780041	0.867054
3.860698	0.584514	-0.674675
3.014613	-0.162341	-2.270182
1.763043	-1.244740	-3.292760
0.415161	-2.535197	-3.748053
-1.016699	-3.823266	-3.658040
-2.522146	-4.844460	-3.017814
-3.948920	-5.466489	-1.860795
-5.011066	-5.532052	-0.249754
-5.417943	-5.058608	1.581246
-4.916251	-4.330481	3.250662
-3.528667	-3.379833	4.003021
-2.427324	-1.861303	4.097107
-1.849304	-0.191792	3.539391
-1.304509	1.223140	2.437818
-0.518777	2.367473	1.108446
0.565129	3.530825	-0.018162
1.674205	4.963241	-0.717948
2.522498	6.674386	-0.815135
2.790793	8.378360	-0.054100
2.460980	9.603348	1.401211
