1.884969	9.688191	3.025848
0.550681	9.699643	4.325569
-0.966229	9.364459	5.357355
-2.575141	8.724185	6.054230
-4.177951	7.823980	6.377858
-5.691148	6.732107	6.292022
-7.045433	5.539432	5.805619
-8.172148	4.325281	4.941479
-9.019275	3.213442	3.707965
-9.583822	2.338552	2.167486
-9.991504	1.829635	0.428816
-10.392782	1.807042	-1.382358
-10.928312	2.331563	-3.076414
-11.648311	3.395210	-4.410389
-12.465134	4.871809	-5.179563
-13.171729	6.587766	-5.286144
-13.510390	8.340365	-4.763876
-13.234724	9.894419	-3.784041
-12.253411	10.974782	-2.639915
-10.710896	11.366473	-1.689844
-8.954195	11.042922	-1.187687
-7.321184	10.158802	-1.187204
-5.944533	8.940720	-1.482829
-4.749432	7.528686	-1.616286
-3.698521	6.056499	-1.247538
-2.766292	4.703672	-0.397242
-1.828223	3.507533	0.661497
-0.610544	2.482928	1.598033
0.923900	1.591284	2.119676
2.552203	0.721800	2.336012
4.046444	-0.380721	2.450105
5.121616	-1.896029	2.478136
5.562747	-3.697926	2.355971
5.208133	-5.487593	2.014392
4.086231	-6.850660	1.440013
2.509063	-7.475218	0.678853
0.915213	-7.298356	-0.265475
-0.347478	-6.478085	-1.357150
-1.052395	-5.226705	-2.529251
-1.127744	-3.780635	-3.681988
-0.657758	-2.296057	-4.686746
0.203011	-0.820838	-5.409227
1.248778	0.669035	-5.776450
2.294953	2.202807	-5.686968
3.204280	3.739053	-5.171568
3.858584	5.224358	-4.272244
4.175561	6.580406	-3.042983
4.126103	7.741025	-1.588094
3.717132	8.667110	-0.024263
2.959791	9.328006	1.545391
