2.275094	11.121132	3.714063
0.984202	10.793753	5.025729
-0.431479	9.651266	5.389617
-1.665165	8.225686	4.943797
-2.763896	6.949515	3.820132
-3.540391	6.324682	2.065866
-4.011883	6.331503	0.035879
-4.356892	6.527832	-1.976094
-4.661933	6.489968	-3.925382
-4.811882	5.805455	-5.719974
-4.922603	4.508699	-7.158760
-5.227417	2.796729	-7.983493
-5.661861	0.978824	-7.768909
-5.694287	-0.442787	-6.527400
-5.411516	-1.223470	-4.754122
-5.571867	-0.776389	-2.623283
-6.670115	0.529697	-1.344488
-8.012285	1.750044	-0.592262
-9.091435	3.190405	0.040025
-9.732581	4.939079	0.385311
-9.518291	6.751803	0.892733
-8.396436	8.195751	1.398613
-6.702683	9.059977	1.719134
-4.737253	9.146021	1.890274
-2.807190	8.459348	1.803936
-0.980802	7.287040	1.770847
0.853313	6.110753	1.967062
2.535802	4.852239	1.842766
3.652304	3.327212	1.191873
4.022198	1.795164	0.046480
3.619954	0.432551	-1.246044
2.406163	-0.492890	-2.409031
0.726554	-0.736802	-3.293340
-1.168027	-0.658365	-3.621846
-3.154386	-0.315317	-3.711537
-5.236540	-0.321787	-3.528357
-6.795121	-1.701139	-2.841400
-7.082979	-3.201992	-1.512379
-6.855550	-4.136612	0.131185
-6.240133	-4.099828	1.856796
-4.942819	-3.315924	2.990739
-3.417923	-2.194533	3.355110
-2.084960	-0.829420	3.141881
-1.207842	0.774244	2.498339
-0.585795	2.380090	1.494319
0.021039	3.999001	0.363445
0.773947	5.782104	-0.384723
1.638780	7.624024	-0.250285
2.418184	9.168036	0.699409
2.779439	10.433778	2.036339
