1.793824	9.960486	2.823444
0.551519	9.807288	4.308344
-0.919152	9.214284	5.436707
-2.469460	8.236221	6.076782
-3.962975	6.999448	6.147915
-5.295169	5.679919	5.651224
-6.402550	4.485519	4.616076
-7.202056	3.530371	3.159169
-7.681885	2.918697	1.418799
-7.889685	2.611395	-0.444270
-8.000918	2.599429	-2.332935
-8.349867	2.878793	-4.159717
-9.303746	3.421442	-5.668451
-10.841307	4.141105	-6.432462
-12.484255	5.002425	-6.270388
-13.676533	6.039582	-5.299505
-14.024952	7.235819	-3.923317
-13.482146	8.449790	-2.616046
-12.283427	9.505031	-1.647579
-10.699495	10.295708	-1.071465
-8.914139	10.718784	-0.811614
-7.060235	10.692117	-0.778810
-5.306935	10.083938	-0.808252
-3.866662	8.934072	-0.586672
-2.811413	7.506805	0.056812
-1.875625	6.064979	0.906592
-0.859624	4.731695	1.830403
0.301772	3.495878	2.664713
1.669832	2.325911	3.139550
3.088799	1.136314	3.097698
4.302789	-0.160091	2.572531
5.097540	-1.635140	1.758200
5.358939	-3.272224	0.890734
5.031181	-4.980414	0.196332
4.048059	-6.523459	-0.166391
2.492405	-7.544938	-0.185964
0.653667	-7.777785	0.005880
-1.101139	-7.146407	0.068192
-2.384884	-5.843853	-0.250376
-2.811763	-4.212481	-1.021666
-2.369119	-2.675347	-1.989139
-1.483158	-1.308831	-2.932162
-0.491207	0.056330	-3.784186
0.516450	1.545123	-4.390765
1.485628	3.164986	-4.580282
2.329980	4.839356	-4.278613
2.959559	6.430838	-3.445279
3.267565	7.821273	-2.165887
3.198507	8.913212	-0.583530
2.710218	9.652763	1.138217
