1.919453	10.066389	2.897908
0.794633	9.802896	4.490716
-0.702156	9.055672	5.525163
-2.311554	7.981286	5.856748
-3.824510	6.757577	5.499586
-5.065081	5.589029	4.519874
-5.883884	4.695873	2.994211
-6.259680	4.247798	1.137892
-6.271019	4.172071	-0.800149
-6.093058	4.322237	-2.716388
-6.211424	4.474829	-4.604319
-6.951620	4.309135	-6.303253
-8.462561	3.951310	-7.307965
-10.298656	3.704917	-7.361696
-11.957121	3.852699	-6.500529
-13.067551	4.422803	-5.091253
-13.430085	5.452011	-3.560446
-13.133768	6.747128	-2.225116
-12.303740	8.127446	-1.246796
-11.009030	9.330836	-0.583496
-9.362359	10.150832	-0.147786
-7.519756	10.481072	0.128516
-5.668306	10.179270	0.354733
-3.997497	9.279027	0.664504
-2.547762	8.036135	1.135779
-1.213966	6.673873	1.762307
0.111967	5.339983	2.455791
1.455710	4.065725	3.044825
2.809436	2.761876	3.286038
3.999005	1.369753	2.914438
4.773597	-0.081764	2.031058
5.050788	-1.571012	0.931550
4.807425	-3.088111	-0.140940
4.117437	-4.587173	-1.043726
3.009043	-6.004758	-1.574479
1.483665	-7.097701	-1.481880
-0.192297	-7.526452	-0.743537
-1.778276	-7.185422	0.195453
-2.978825	-6.017073	0.997823
-3.555580	-4.285220	1.294102
-3.395275	-2.515778	0.800301
-2.785576	-1.137440	-0.305592
-1.908141	-0.041740	-1.575360
-0.861199	1.114530	-2.676184
0.246513	2.525307	-3.378781
1.246791	4.165050	-3.505635
2.002257	5.898552	-3.046874
2.489778	7.509358	-2.062208
2.696309	8.835518	-0.659202
2.540260	9.735998	1.062865
