1.877197	9.996166	2.988895
0.612110	9.830464	4.432389
-0.866709	9.259466	5.521239
-2.457317	8.375233	6.154162
-4.019850	7.272665	6.320499
-5.460947	6.059149	5.964777
-6.668600	4.830163	5.120757
-7.553174	3.706910	3.855073
-8.088884	2.832074	2.252972
-8.375643	2.299685	0.452935
-8.597966	2.145009	-1.417805
-9.009494	2.374445	-3.236858
-9.825909	2.964343	-4.816034
-11.015383	3.941305	-5.877451
-12.366401	5.210023	-6.118559
-13.495398	6.548451	-5.470669
-13.980039	7.841626	-4.221647
-13.576961	9.016265	-2.839568
-12.399367	9.946376	-1.740713
-10.745989	10.570507	-1.146062
-8.893856	10.788217	-0.991082
-7.047550	10.531185	-1.081096
-5.387976	9.701687	-1.233071
-4.053224	8.408635	-1.229576
-3.011199	6.932422	-0.766080
-2.158779	5.513075	0.148737
-1.297212	4.199405	1.215361
-0.181912	3.039425	2.183345
1.287528	2.056767	2.767264
2.826396	1.011047	2.854482
4.162087	-0.246234	2.512571
5.138568	-1.722656	1.917152
5.559835	-3.407078	1.238020
5.261500	-5.165048	0.701295
4.219597	-6.678102	0.410652
2.607740	-7.610723	0.309826
0.751941	-7.765892	0.184195
-0.926455	-7.088853	-0.219620
-1.982480	-5.751496	-0.950045
-2.264840	-4.141172	-1.846034
-1.930840	-2.558728	-2.802367
-1.173588	-1.095095	-3.727097
-0.148415	0.334179	-4.442843
0.969565	1.836794	-4.806759
2.017000	3.434464	-4.746037
2.878242	5.059572	-4.224252
3.439208	6.615652	-3.259423
3.627901	7.987018	-1.935649
3.439066	9.060286	-0.357802
2.839630	9.747082	1.336189
